platform,brand,legalEntity,comuna,project,pepCode,amount
Meta,Almagro Inmobiliaria,Almagro S.A,Blog,Insigne,I-ALM-2157,6038
Meta,Almagro Inmobiliaria,Almagro S.A,Blog,Los Cactus,I-ALM-2342,6036
Meta,Almagro Inmobiliaria,Almagro S.A,Blog,Lyon Bilbao,I-ALM-2211,6034
Meta,Almagro Inmobiliaria,Arcilla Roja,Blog,PLP 1,I-ALM-2226,6027
Meta,Almagro Inmobiliaria,Arcilla Roja,Blog,PLP 2,I-ALM-2306,6022
Meta,Almagro Inmobiliaria,Almagro S.A,Blog,Parque Brasil,I-ALM-2285,6020
Meta,Almagro Inmobiliaria,Arcilla Roja,Blog,Rengo,I-ALM-2288,6019
Meta,Almagro Inmobiliaria,Almagro S.A,Blog,San Eugenio 2,I-ALM-2227,6018
Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,Insigne,I-ALM-2157,1331
Google Ads,Almagro Propiedades,Sociedad Comercializadora Metropolitana,Coipue,Coipue,I-STG-2229,44
